,ride_date,ride_count,month,year,m_y
204,2019-07-24,7122,7,2019,7-2019
205,2019-07-25,6736,7,2019,7-2019
206,2019-07-26,6116,7,2019,7-2019
207,2019-07-27,3659,7,2019,7-2019
208,2019-07-28,3596,7,2019,7-2019
209,2019-07-29,6553,7,2019,7-2019
210,2019-07-30,7107,7,2019,7-2019
211,2019-07-31,7628,7,2019,7-2019
212,2019-08-01,7239,8,2019,8-2019
213,2019-08-02,6744,8,2019,8-2019
214,2019-08-03,3999,8,2019,8-2019
215,2019-08-04,3667,8,2019,8-2019
216,2019-08-05,7450,8,2019,8-2019
217,2019-08-06,7657,8,2019,8-2019
218,2019-08-07,7543,8,2019,8-2019
219,2019-08-08,7476,8,2019,8-2019
220,2019-08-09,7092,8,2019,8-2019
221,2019-08-10,4035,8,2019,8-2019
222,2019-08-11,4093,8,2019,8-2019
223,2019-08-12,7575,8,2019,8-2019
224,2019-08-13,7865,8,2019,8-2019
225,2019-08-14,8228,8,2019,8-2019
226,2019-08-15,7829,8,2019,8-2019
227,2019-08-16,7386,8,2019,8-2019
228,2019-08-17,4398,8,2019,8-2019
229,2019-08-18,3772,8,2019,8-2019
230,2019-08-19,7642,8,2019,8-2019
231,2019-08-20,8183,8,2019,8-2019
232,2019-08-21,8307,8,2019,8-2019
233,2019-08-22,8186,8,2019,8-2019
234,2019-08-23,7529,8,2019,8-2019
235,2019-08-24,4145,8,2019,8-2019
236,2019-08-25,4025,8,2019,8-2019
237,2019-08-26,8122,8,2019,8-2019
238,2019-08-27,8239,8,2019,8-2019
239,2019-08-28,8206,8,2019,8-2019
240,2019-08-29,7976,8,2019,8-2019
241,2019-08-30,6779,8,2019,8-2019
242,2019-08-31,3581,8,2019,8-2019
243,2019-09-01,3218,9,2019,9-2019
244,2019-09-02,3343,9,2019,9-2019
245,2019-09-03,8109,9,2019,9-2019
246,2019-09-04,8680,9,2019,9-2019
247,2019-09-05,8376,9,2019,9-2019
248,2019-09-06,8089,9,2019,9-2019
249,2019-09-07,4218,9,2019,9-2019
250,2019-09-08,3926,9,2019,9-2019
251,2019-09-09,8469,9,2019,9-2019
252,2019-09-10,8694,9,2019,9-2019
253,2019-09-11,8928,9,2019,9-2019
254,2019-09-12,9059,9,2019,9-2019
255,2019-09-13,8198,9,2019,9-2019
256,2019-09-14,4593,9,2019,9-2019
257,2019-09-15,4118,9,2019,9-2019
258,2019-09-16,7662,9,2019,9-2019
259,2019-09-17,8716,9,2019,9-2019
260,2019-09-18,8046,9,2019,9-2019
261,2019-09-19,9119,9,2019,9-2019
262,2019-09-20,8673,9,2019,9-2019
263,2019-09-21,4921,9,2019,9-2019
264,2019-09-22,4458,9,2019,9-2019
265,2019-09-23,8814,9,2019,9-2019
266,2019-09-24,9031,9,2019,9-2019
267,2019-09-25,9201,9,2019,9-2019
268,2019-09-26,9168,9,2019,9-2019
269,2019-09-27,7600,9,2019,9-2019
270,2019-09-28,4496,9,2019,9-2019
271,2019-09-29,4088,9,2019,9-2019
272,2019-09-30,8143,9,2019,9-2019
273,2019-10-01,8982,10,2019,10-2019
274,2019-10-02,8777,10,2019,10-2019
275,2019-10-03,8892,10,2019,10-2019
276,2019-10-04,8310,10,2019,10-2019
277,2019-10-05,4802,10,2019,10-2019
278,2019-10-06,4526,10,2019,10-2019
279,2019-10-07,8893,10,2019,10-2019
280,2019-10-08,9022,10,2019,10-2019
281,2019-10-09,8520,10,2019,10-2019
282,2019-10-10,8915,10,2019,10-2019
283,2019-10-11,8572,10,2019,10-2019
284,2019-10-12,5303,10,2019,10-2019
285,2019-10-13,4470,10,2019,10-2019
286,2019-10-14,7852,10,2019,10-2019
287,2019-10-15,8695,10,2019,10-2019
288,2019-10-16,8488,10,2019,10-2019
289,2019-10-17,8654,10,2019,10-2019
290,2019-10-18,7991,10,2019,10-2019
291,2019-10-19,4265,10,2019,10-2019
292,2019-10-20,4060,10,2019,10-2019
293,2019-10-21,8788,10,2019,10-2019
294,2019-10-22,9403,10,2019,10-2019
295,2019-10-23,9206,10,2019,10-2019
296,2019-10-24,9509,10,2019,10-2019
297,2019-10-25,8662,10,2019,10-2019
298,2019-10-26,4526,10,2019,10-2019
299,2019-10-27,3593,10,2019,10-2019
300,2019-10-28,7915,10,2019,10-2019
301,2019-10-29,8543,10,2019,10-2019
302,2019-10-30,8572,10,2019,10-2019
303,2019-10-31,7894,10,2019,10-2019
304,2019-11-01,8005,11,2019,11-2019
305,2019-11-02,4798,11,2019,11-2019
306,2019-11-03,4036,11,2019,11-2019
307,2019-11-04,8275,11,2019,11-2019
308,2019-11-05,8715,11,2019,11-2019
309,2019-11-06,8168,11,2019,11-2019
310,2019-11-07,8192,11,2019,11-2019
311,2019-11-08,7585,11,2019,11-2019
312,2019-11-09,4030,11,2019,11-2019
313,2019-11-10,3618,11,2019,11-2019
314,2019-11-11,7116,11,2019,11-2019
315,2019-11-12,8624,11,2019,11-2019
316,2019-11-13,8291,11,2019,11-2019
317,2019-11-14,8099,11,2019,11-2019
318,2019-11-15,8011,11,2019,11-2019
319,2019-11-16,4479,11,2019,11-2019
320,2019-11-17,4032,11,2019,11-2019
321,2019-11-18,8502,11,2019,11-2019
322,2019-11-19,8276,11,2019,11-2019
323,2019-11-20,8390,11,2019,11-2019
324,2019-11-21,8073,11,2019,11-2019
325,2019-11-22,7646,11,2019,11-2019
326,2019-11-23,3818,11,2019,11-2019
327,2019-11-24,3356,11,2019,11-2019
328,2019-11-25,6769,11,2019,11-2019
329,2019-11-26,4220,11,2019,11-2019
330,2019-11-27,3475,11,2019,11-2019
331,2019-11-28,1201,11,2019,11-2019
332,2019-11-29,1691,11,2019,11-2019
333,2019-11-30,905,11,2019,11-2019
334,2019-12-01,973,12,2019,12-2019
335,2019-12-02,4928,12,2019,12-2019
336,2019-12-03,6404,12,2019,12-2019
337,2019-12-04,5760,12,2019,12-2019
338,2019-12-05,7190,12,2019,12-2019
339,2019-12-06,5838,12,2019,12-2019
340,2019-12-07,2031,12,2019,12-2019
341,2019-12-08,3110,12,2019,12-2019
342,2019-12-09,7032,12,2019,12-2019
343,2019-12-10,6660,12,2019,12-2019
344,2019-12-11,5507,12,2019,12-2019
345,2019-12-12,6332,12,2019,12-2019
346,2019-12-13,6374,12,2019,12-2019
347,2019-12-14,3275,12,2019,12-2019
348,2019-12-15,3182,12,2019,12-2019
349,2019-12-16,6830,12,2019,12-2019
350,2019-12-17,6691,12,2019,12-2019
351,2019-12-18,4418,12,2019,12-2019
352,2019-12-19,5917,12,2019,12-2019
353,2019-12-20,5246,12,2019,12-2019
354,2019-12-21,2338,12,2019,12-2019
355,2019-12-22,1348,12,2019,12-2019
356,2019-12-23,2733,12,2019,12-2019
357,2019-12-24,1295,12,2019,12-2019
358,2019-12-25,577,12,2019,12-2019
359,2019-12-26,1596,12,2019,12-2019
360,2019-12-27,1979,12,2019,12-2019
361,2019-12-28,1478,12,2019,12-2019
362,2019-12-29,663,12,2019,12-2019
363,2019-12-30,2603,12,2019,12-2019
364,2019-12-31,2342,12,2019,12-2019
365,2020-01-01,1461,1,2020,1-2020
366,2020-01-02,3795,1,2020,1-2020
367,2020-01-03,4018,1,2020,1-2020
368,2020-01-04,2318,1,2020,1-2020
369,2020-01-05,2004,1,2020,1-2020
370,2020-01-06,5471,1,2020,1-2020
371,2020-01-07,5585,1,2020,1-2020
372,2020-01-08,5580,1,2020,1-2020
373,2020-01-09,5436,1,2020,1-2020
374,2020-01-10,5330,1,2020,1-2020
375,2020-01-11,2508,1,2020,1-2020
376,2020-01-12,2215,1,2020,1-2020
377,2020-01-13,5447,1,2020,1-2020
378,2020-01-14,5357,1,2020,1-2020
379,2020-01-15,5096,1,2020,1-2020
380,2020-01-16,2503,1,2020,1-2020
381,2020-01-17,4250,1,2020,1-2020
382,2020-01-18,2402,1,2020,1-2020
383,2020-01-19,1935,1,2020,1-2020
384,2020-01-20,2409,1,2020,1-2020
385,2020-01-21,3476,1,2020,1-2020
386,2020-01-22,5044,1,2020,1-2020
387,2020-01-23,4647,1,2020,1-2020
